id,item_cnt_month
897,0
898,0.7587209302325582
899,0
900,0.5412262156448203
901,2
902,0
903,0
904,1
905,0
906,3
907,0
908,1
909,0.28118393234672306
910,0
911,0.27906976744186046
912,1
913,1
914,0.19027484143763213
915,1
916,0
917,0.16279069767441862
918,0
919,0
920,0.08139534883720931
921,1
922,0
923,0.5581395348837209
924,1
925,0
926,0
927,0
928,0
929,0
930,0.20930232558139536
931,0.14534883720930233
932,0
933,1
934,0.2558139534883721
935,0
936,0
937,1
938,0
939,0
940,0
941,0
942,0.26046511627906976
943,1
944,0.7028423772609819
945,0.06686046511627906
946,0
947,1.3255813953488371
948,0
949,0.8456659619450317
950,0
951,0.24101479915433402
952,0.21141649048625794
953,0.3691860465116279
954,1
955,0
956,0
957,0.20718816067653276
958,1
959,1.2790697674418605
960,0.7906976744186046
961,0
962,1
963,0
964,0
965,0
966,0
967,0.9186046511627907
968,0.6849894291754757
969,1.7463002114164905
970,0.22093023255813954
971,0.5369978858350951
972,0.2219873150105708
973,0
974,0.6744186046511628
975,0.23467230443974632
976,0
977,1
978,0
979,2
980,1
981,0
982,1
983,0.2854122621564482
984,0.054263565891472874
985,0
986,0
987,1
988,0.7378435517970402
989,0.3023255813953488
990,0.7906976744186046
991,0
992,0
993,0
994,0
995,0
996,0.2029598308668076
997,0
998,0
999,0
1000,1
1001,0
1002,1
1003,0.5219638242894057
1004,0
1005,0
1006,0.08268733850129198
1007,1.5116279069767442
1008,0
1009,0
1010,0
1011,0
1012,1
1013,2
1014,0.813953488372093
1015,0
1016,0.10755813953488372
1017,0.0664451827242525
1018,1.4038054968287528
1019,0
1020,0.18604651162790697
1021,1
1022,0.6997885835095137
1023,1.4735729386892178
1024,0
1025,0.3976744186046512
1026,0
1027,0
1028,0.18604651162790697
1029,0
1030,0
1031,0
1032,2
1033,0
1034,1
1035,0
1036,1.3763213530655392
1037,1
1038,0.7674418604651163
1039,0.8076109936575052
1040,1
1041,0.16279069767441862
1042,0
1043,2.219873150105708
1044,0
1045,0
1046,1
1047,0
1048,1.105708245243129
1049,0.3953488372093023
1050,0.7732558139534884
1051,0.9069767441860465
1052,1.4883720930232558
1053,0.18604651162790697
1054,0.27906976744186046
1055,0
1056,0
1057,0.11627906976744186
1058,0.19767441860465115
1059,2
1060,0
1061,0
1062,0.5200845665961945
1063,0
1064,0
1065,0.5406976744186046
1066,1
1067,0
1068,0
1069,0
1070,0
1071,0.35174418604651164
1072,0.8936877076411961
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,1
1080,0
1081,0
1082,0.17674418604651163
1083,0.44651162790697674
1084,0
1085,0
1086,0.26744186046511625
1087,0
1088,0
1089,1
1090,1
1091,0.6511627906976745
1092,1
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0.6448202959830867
1100,1
1101,0
1102,0
1103,1
1104,1
1105,1.2703488372093024
1106,0
1107,1
1108,0.25116279069767444
1109,0.6744186046511628
1110,0
1111,0.08879492600422834
1112,0
1113,0.1883720930232558
1114,0
1115,0.39323467230443976
1116,0
1117,0.054263565891472874
1118,1.0042283298097252
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,1
1127,0.6469344608879493
1128,0
1129,0
1130,0
1131,0
1132,0.799154334038055
1133,0
1134,0
1135,0.5306553911205074
1136,0
1137,1
1138,0
1139,0
1140,1
1141,0.47357293868921774
1142,0
1143,0
1144,0.9302325581395349
1145,0
1146,0
1147,0
1148,0.6511627906976745
1149,0
1150,0
1151,0
1152,0.06686046511627906
1153,0
1154,1
1155,0
1156,0
1157,2
1158,3
1159,0.4904862579281184
1160,0
1161,1
1162,0
1163,0.1558139534883721
1164,0
1165,0.27574750830564787
1166,0.08139534883720931
1167,0.4728682170542635
1168,0.3372093023255814
1169,0.31007751937984496
1170,0
1171,0.09302325581395349
1172,0.16279069767441862
1173,1.5750528541226216
1174,0.11627906976744186
1175,0.13953488372093023
1176,0.12050739957716701
1177,0.5264270613107822
1178,0
1179,0
1180,0
1181,0.6744186046511628
1182,0
1183,0.34249471458773784
1184,0.3826638477801268
1185,0.9036544850498338
1186,0.11162790697674418
1187,0
1188,0.46088794926004223
1189,0
1190,0
1191,0.046511627906976744
1192,0.27906976744186046
1193,1
1194,1.583509513742072
1195,0
1196,0
1197,0
1198,0.2713178294573643
1199,1
1200,0
1201,0.32558139534883723
1202,0.7124735729386892
1203,1
1204,0
1205,1
1206,1.6152219873150104
1207,0.19767441860465115
1208,0.8329809725158562
1209,0
1210,0
1211,0
1212,2
1213,2
1214,1
1215,0
1216,1
1217,0
1218,0
1219,0.5539112050739957
1220,0.22093023255813954
1221,0.16279069767441862
1222,0
1223,0.1883720930232558
1224,0
1225,0.04186046511627907
1226,0
1227,0
1228,0
1229,0
1230,0.32558139534883723
1231,1
1232,0
1233,0
1234,0.35142118863049093
1235,0
1236,0
1237,0
1238,0
1239,0
1240,1.0380549682875264
1241,0
1242,0
1243,0
1244,0
1245,0
1246,2
1247,0
1248,0
1249,1.522198731501057
1250,0
1251,0.9936575052854123
1252,0.8794926004228331
1253,0
1254,0
1255,0
1256,1
1257,0.13530655391120508
1258,0.03488372093023256
1259,0.20930232558139536
1260,0.09302325581395349
1261,0
1262,0.23255813953488372
1263,4.1691331923890065
1264,1
1265,0
1266,0
1267,1
1268,0.5771670190274841
1269,1.0063424947145878
1270,1
1271,0
1272,0.42071881606765327
1273,0
1274,0.04909560723514212
1275,0.9323467230443975
1276,0
1277,0
1278,0
1279,0
1280,2.061310782241015
1281,0
1282,0.8456659619450317
1283,0
1284,0
1285,0
1286,0.6109936575052854
1287,1
1288,0.27695560253699786
1289,0
1290,0
1291,2
1292,0
1293,0
1294,1
1295,0
1296,0
1297,0
1298,1
1299,0
1300,0
1301,0
1302,0
1303,0.5813953488372093
1304,1
1305,0
1306,0.5517970401691332
1307,1.8116279069767443
1308,0
1309,0.09302325581395349
1310,0.35306553911205074
1311,0
1312,1
1313,0
1314,0
1315,0.09302325581395349
1316,1
1317,0
1318,1
1319,1.0422832980972516
1320,0
1321,0
1322,0
1323,0
1324,0.7928118393234673
1325,0
1326,0.5095137420718816
1327,0.06459948320413436
1328,0
1329,0.3302325581395349
1330,0.046511627906976744
1331,0.37632135306553915
1332,1.1488372093023256
1333,2
1334,0
1335,0.1697674418604651
1336,0.2868217054263566
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0.5264270613107822
1344,0.027906976744186046
1345,0.6469344608879493
1346,0
1347,0
1348,0
1349,1
1350,0.10232558139534885
1351,0
1352,0.10465116279069768
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0.3787375415282392
1359,1
1360,0
1361,0
1362,1.5560253699788582
1363,0
1364,0
1365,1
1366,0.8012684989429175
1367,0
1368,0
1369,0.20930232558139536
1370,0
1371,0.08372093023255814
1372,0.41014799154334036
1373,0
1374,0.24916943521594684
1375,0
1376,0
1377,0.06201550387596899
1378,0
1379,0
1380,0
1381,0
1382,0
1383,1
1384,0.9915433403805496
1385,0
1386,0
1387,0
1388,3.649048625792812
1389,0.09302325581395349
1390,0
1391,1.3192389006342495
1392,0
1393,0.2292358803986711
1394,0.13953488372093023
1395,0
1396,0.11627906976744186
1397,0
1398,0
1399,0
1400,0.18604651162790697
1401,0.23255813953488372
1402,0
1403,1
1404,0
1405,0.17124735729386892
1406,0.27695560253699786
1407,1.0232558139534884
1408,0.2832980972515856
1409,0.23678646934460887
1410,0
1411,0
1412,1.2050739957716703
1413,0
1414,0.19661733615221988
1415,1.0169133192389006
1416,0
1417,1
1418,0
1419,0
1420,0.4883720930232558
1421,1
1422,0
1423,0
1424,0.5010570824524313
1425,0.1937984496124031
1426,0.18604651162790697
1427,0
1428,0.788583509513742
1429,0
1430,0.13178294573643412
1431,0
1432,0.023255813953488372
1433,0
1434,0
1435,0.638477801268499
1436,0.06511627906976744
1437,0.16943521594684385
1438,0.20155038759689922
1439,0.15503875968992248
1440,0.2441860465116279
1441,0.12790697674418605
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0.37790697674418605
1448,0.16279069767441862
1449,0
1450,0.27906976744186046
1451,1.2026578073089702
1452,0
1453,0
1454,0.1937984496124031
1455,0.046511627906976744
1456,0
1457,0.061046511627906974
1458,0
1459,0
1460,0
1461,0
1462,1
1463,0.2579281183932347
1464,0
1465,0
1466,0
1467,0.06976744186046512
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0.40169133192389006
1479,0
1480,0
1481,0
1482,0
1483,0.12790697674418605
1484,0.5856236786469345
1485,0
1486,0
1487,0.46511627906976744
1488,0.39112050739957716
1489,0
1490,0.8790697674418604
1491,0
1492,0
1493,0.09593023255813954
1494,0
1495,0.18816067653276958
1496,0.19450317124735728
1497,2
1498,0
1499,0.10232558139534885
1500,0.66384778012685
1501,0.839323467230444
1502,0
1503,0.3521594684385382
1504,0
1505,0.06312292358803986
1506,0
1507,0.046511627906976744
1508,0
1509,0
1510,0.5539112050739957
1511,0
1512,0.06395348837209303
1513,0.05813953488372093
1514,0
1515,0.023255813953488372
1516,0.23255813953488372
1517,0.19661733615221988
1518,0
1519,1.0676532769556024
1520,0.06976744186046512
1521,0
1522,0
1523,0.3657505285412262
1524,0
1525,0
1526,0
1527,0
1528,1.1543340380549683
1529,0
1530,0
1531,0
1532,0
1533,0.20348837209302326
1534,0.24031007751937986
1535,0.20930232558139536
1536,0
1537,0.37209302325581395
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0.959830866807611
1544,0
1545,0.06312292358803986
1546,0
1547,1.6807610993657505
1548,0
1549,0
1550,0.23643410852713176
1551,0
1552,3.302325581395349
1553,0.1421188630490956
1554,0.09302325581395349
1555,0
1556,0
1557,0.313953488372093
1558,0
1559,0.6215644820295982
1560,0
1561,0
1562,0.15503875968992248
1563,0
1564,0.06976744186046512
1565,0.5116279069767442
1566,0
1567,0.6913319238900634
1568,0.33333333333333337
1569,0.14883720930232558
1570,0.20930232558139536
1571,0.37209302325581395
1572,0
1573,0
1574,0
1575,0.37209302325581395
1576,0
1577,0.07235142118863049
1578,0.8435517970401691
1579,0.46723044397463
1580,0.046511627906976744
1581,0
1582,0
1583,0
1584,1
1585,0.03488372093023256
1586,0.03488372093023256
1587,0
1588,0.14799154334038053
1589,0
1590,0.053488372093023255
1591,0.08139534883720931
1592,0
1593,0.11860465116279069
1594,0.13178294573643412
1595,0.13953488372093023
1596,13.152219873150104
1597,0
1598,0.06744186046511627
1599,0.023255813953488372
1600,0.09302325581395349
1601,0.0755813953488372
1602,0
1603,0.3023255813953488
1604,3.4651162790697674
1605,0.43974630021141653
1606,0.45478036175710596
1607,1.186046511627907
1608,0
1609,0
1610,0.14883720930232558
1611,0
1612,0.08139534883720931
1613,1
1614,0.24031007751937986
1615,0
1616,0.20697674418604653
1617,0.12661498708010335
1618,1
1619,0.48414376321353064
1620,0.6109936575052854
1621,0
1622,0.3192389006342495
1623,0.059800664451827246
1624,0.059431524547803614
1625,5.312896405919662
1626,2.813953488372093
1627,1
1628,0.4164904862579281
1629,0
1630,0.13530655391120508
1631,0.06279069767441861
1632,0.040697674418604654
1633,0.28964059196617337
1634,0.07610993657505286
1635,0.26004228329809725
1636,0.10359408033826638
1637,0.3128964059196617
1638,0
1639,0
1640,0.09302325581395349
1641,11.420718816067653
1642,0.12624584717607973
1643,0.4164904862579281
1644,0
1645,0.09302325581395349
1646,0
1647,0
1648,0.20930232558139536
1649,0.09725158562367864
1650,1.9725158562367864
1651,0
1652,0.22790697674418606
1653,0
1654,0
1655,0
1656,1
1657,1
1658,0.1511627906976744
1659,0
1660,0.46511627906976744
1661,0.1543340380549683
1662,0.09302325581395349
1663,0.06976744186046512
1664,1
1665,0.08527131782945736
1666,0.40169133192389006
1667,0
1668,0
1669,0.7420718816067654
1670,0
1671,0.24312896405919662
1672,0
1673,0
1674,0
1675,0
1676,0.09302325581395349
1677,2.1522198731501057
1678,0
1679,0.21395348837209302
1680,0
1681,1
1682,0.1649048625792812
1683,0.3643410852713178
1684,0.23678646934460887
1685,0.07441860465116279
1686,0.11627906976744186
1687,0
1688,0
1689,0.13953488372093023
1690,0.9006342494714588
1691,0.386892177589852
1692,0.16279069767441862
1693,0.7949260042283298
1694,0.3128964059196617
1695,1
1696,0.023255813953488372
1697,0
1698,0
1699,0.4392764857881137
1700,0
1701,0.13953488372093023
1702,1
1703,0
1704,0.2558139534883721
1705,0.23772609819121446
1706,2.058139534883721
1707,0.23255813953488372
1708,0
1709,0
1710,0.346723044397463
1711,0
1712,0.24186046511627907
1713,0.13953488372093023
1714,0
1715,0
1716,0.3069767441860465
1717,0.1362126245847176
1718,0.046511627906976744
1719,0
1720,0.10232558139534885
1721,0
1722,0
1723,0.12684989429175475
1724,1.1923890063424947
1725,0.029069767441860465
1726,0.7558139534883721
1727,0
1728,0
1729,0.26849894291754756
1730,0.023255813953488372
1731,0
1732,0.12896405919661735
1733,0.6701902748414376
1734,0.985200845665962
1735,0.3953488372093023
1736,0
1737,0
1738,0
1739,0.08430232558139535
1740,0.09883720930232558
1741,0
1742,0.12050739957716701
1743,0.18604651162790697
1744,0
1745,0.27906976744186046
1746,0
1747,0
1748,0
1749,0.2063953488372093
1750,0.23255813953488372
1751,0.08527131782945736
1752,0
1753,0.23255813953488372
1754,1
1755,0.08139534883720931
1756,0.10852713178294575
1757,0
1758,0.11627906976744186
1759,0.023255813953488372
1760,0
1761,0.08668076109936575
1762,0
1763,0
1764,1.4059196617336152
1765,0
1766,0.19238900634249473
1767,0
1768,0.37209302325581395
1769,0.03953488372093023
1770,0
1771,0
1772,0.6955602536997886
1773,0.28118393234672306
1774,0
1775,0
1776,0.5095137420718816
1777,0.03875968992248062
1778,0
1779,0.7475083056478407
1780,1
1781,0.13107822410147993
1782,0
1783,0
1784,0.36997885835095135
1785,0
1786,0
1787,1
1788,1.0744186046511628
1789,1
1790,0.10963455149501661
1791,0
1792,0.15813953488372093
1793,0
1794,0.023255813953488372
1795,0.023255813953488372
1796,0.5919661733615221
1797,0
1798,1
1799,0
1800,0.3178294573643411
1801,0
1802,0.16279069767441862
1803,0.10465116279069768
1804,1
1805,0
1806,0.427061310782241
1807,0.14799154334038053
1808,0.11627906976744186
1809,0.07751937984496124
1810,0.027131782945736437
1811,0
1812,0.14728682170542634
1813,0
1814,0
1815,0.08372093023255814
1816,0
1817,0
1818,0.16511627906976745
1819,0
1820,0
1821,0.16067653276955604
1822,0.45736434108527135
1823,0.4684385382059801
1824,0
1825,0.09560723514211886
1826,0.5243128964059197
1827,0.3213530655391121
1828,1.2536997885835095
1829,1
1830,1
1831,0.16046511627906979
1832,0.07441860465116279
1833,0
1834,0.1686046511627907
1835,0
1836,0.1697674418604651
1837,0
1838,0.22832980972515857
1839,0
1840,0
1841,1.5644820295983086
1842,0.09302325581395349
1843,0
1844,0
1845,0.046511627906976744
1846,0.9090909090909092
1847,0.2868217054263566
1848,0.22832980972515857
1849,0
1850,0
1851,0.046511627906976744
1852,0.22325581395348837
1853,0.09883720930232558
1854,0.055232558139534885
1855,0.023255813953488372
1856,0
1857,1
1858,0
1859,0.046511627906976744
1860,1
1861,1.3424947145877377
1862,0.18604651162790697
1863,0.06976744186046512
1864,0.06976744186046512
1865,0.046511627906976744
1866,0
1867,0.054263565891472874
1868,0
1869,0
1870,0.18604651162790697
1871,0
1872,0
1873,0
1874,1
1875,0.48625792811839325
1876,0
1877,0
1878,0.627906976744186
1879,0
1880,0
1881,0.9386892177589853
1882,0.23255813953488372
1883,0
1884,0
1885,0.23255813953488372
1886,0.20930232558139536
1887,0.28118393234672306
1888,0
1889,0.20084566596194503
1890,0.040697674418604654
1891,1
1892,0.12896405919661735
1893,0.05581395348837209
1894,0.13178294573643412
1895,1.3953488372093024
1896,0.06765327695560254
1897,0.04983388704318937
1898,0.4418604651162791
1899,0.046511627906976744
1900,0.7906976744186046
1901,0
1902,0.09819121447028424
1903,0.13107822410147993
1904,0.1754756871035941
1905,0.4503171247357294
1906,0
1907,0
1908,0.4883720930232558
1909,0
1910,0
1911,0.5891472868217054
1912,1
1913,0.05708245243128964
1914,0.0664451827242525
1915,0.04186046511627907
1916,0
1917,0.678646934460888
1918,0
1919,0.13488372093023254
1920,0.6617336152219873
1921,0.22621564482029596
1922,0
1923,0
1924,0.4630021141649049
1925,0.0377906976744186
1926,0.023255813953488372
1927,0.03359173126614987
1928,0
1929,0
1930,2
1931,0
1932,0
1933,0
1934,0.46723044397463
1935,0
1936,0
1937,0
1938,0
1939,0.054263565891472874
1940,0.1111111111111111
1941,0
1942,0.547568710359408
1943,1
1944,0
1945,0
1946,0
1947,0.10465116279069768
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0.5496828752642706
1954,0.08430232558139535
1955,0
1956,0.5552325581395349
1957,0
1958,0
1959,0
1960,0
1961,0.1744186046511628
1962,0.06976744186046512
1963,0.1511627906976744
1964,1
1965,1
1966,0.06201550387596899
1967,0.5348837209302325
1968,0
1969,0.20930232558139536
1970,0.023255813953488372
1971,1.3847780126849896
1972,0.14376321353065538
1973,0
1974,0.15813953488372093
1975,0
1976,0.06459948320413436
1977,0
1978,0.4680232558139535
1979,0
1980,0
1981,0
1982,0
1983,0.3382663847780127
1984,0
1985,0
1986,1.955602536997886
1987,0
1988,1
1989,0.2441860465116279
1990,0.813953488372093
1991,0
1992,0
1993,0
1994,0.17970401691331925
1995,0
1996,0.08527131782945736
1997,0
1998,0
1999,0.45665961945031713
2000,0.44820295983086683
